constructorStandingsId,raceId,constructorId,points,position,positionText,wins,year,constructorRef,Season_Total_Points,Points_Share,Total_Races,Win_Share,Car_Dominance_Score,Car_Dominance_V2
8526,320,41,1.0,11,11,0,1991,leyton,403.0,0.0024813895781637717,16,0.0,0.0009925558312655087,0.0006203473945409429
8525,320,29,0.0,18,18,0,1991,footwork,403.0,0.0,16,0.0,0.0,0.0
8524,320,3,125.0,2,2,7,1991,williams,403.0,0.31017369727047145,16,0.4375,0.3865694789081886,0.40566842431761785
8523,320,32,3.0,9,9,0,1991,team_lotus,403.0,0.007444168734491315,16,0.0,0.002977667493796526,0.0018610421836228288
8527,320,27,0.0,14,14,0,1991,ligier,403.0,0.0,16,0.0,0.0,0.0
7927,336,42,0.0,18,18,0,1990,coloni,400.0,0.0,16,0.0,0.0,0.0
7926,336,47,0.0,19,19,0,1990,life,400.0,0.0,16,0.0,0.0,0.0
7924,336,46,0.0,13,13,0,1990,onyx,400.0,0.0,16,0.0,0.0,0.0
7922,336,32,3.0,8,8,0,1990,team_lotus,400.0,0.0075,16,0.0,0.003,0.001875
7921,336,35,0.0,15,15,0,1990,dallara,400.0,0.0,16,0.0,0.0,0.0
7920,336,45,0.0,16,16,0,1990,osella,400.0,0.0,16,0.0,0.0,0.0
7919,336,6,110.0,2,2,6,1990,ferrari,400.0,0.275,16,0.375,0.33499999999999996,0.35
7918,336,41,7.0,7,7,0,1990,leyton,400.0,0.0175,16,0.0,0.007000000000000001,0.004375
7917,336,44,0.0,17,17,0,1990,eurobrun,400.0,0.0,16,0.0,0.0,0.0
7909,336,1,121.0,1,1,6,1990,mclaren,400.0,0.3025,16,0.375,0.346,0.356875
7923,336,27,0.0,11,11,0,1990,ligier,400.0,0.0,16,0.0,0.0,0.0
7925,336,39,0.0,14,14,0,1990,ags,400.0,0.0,16,0.0,0.0,0.0
7916,336,21,2.0,9,9,0,1990,arrows,400.0,0.005,16,0.0,0.002,0.00125
7915,336,33,11.0,6,6,0,1990,larrousse,400.0,0.0275,16,0.0,0.011000000000000001,0.006875
7914,336,18,0.0,12,12,0,1990,minardi,400.0,0.0,16,0.0,0.0,0.0
7913,336,34,2.0,10,10,0,1990,brabham,400.0,0.005,16,0.0,0.002,0.00125
7912,336,22,71.0,3,3,2,1990,benetton,400.0,0.1775,16,0.125,0.146,0.138125
7911,336,3,57.0,4,4,2,1990,williams,400.0,0.1425,16,0.125,0.132,0.129375
7910,336,25,16.0,5,5,0,1990,tyrrell,400.0,0.04,16,0.0,0.016,0.01
24507,355,166,0.0,12,12,0,2010,virgin,1919.0,0.0,19,0.0,0.0,0.0
24506,355,164,0.0,11,11,0,2010,hrt,1919.0,0.0,19,0.0,0.0,0.0
24505,355,15,44.0,8,8,0,2010,sauber,1919.0,0.022928608650338717,19,0.0,0.009171443460135487,0.005732152162584679
24503,355,5,13.0,9,9,0,2010,toro_rosso,1919.0,0.006774361646690985,19,0.0,0.0027097446586763943,0.0016935904116727463
24504,355,205,0.0,10,10,0,2010,lotus_racing,1919.0,0.0,19,0.0,0.0,0.0
24501,355,3,69.0,6,6,0,2010,williams,1919.0,0.03595622720166754,19,0.0,0.014382490880667016,0.008989056800416884
24502,355,4,163.0,5,5,0,2010,renault,1919.0,0.08494007295466388,19,0.0,0.033976029181865555,0.02123501823866597
24496,355,6,396.0,3,3,5,2010,ferrari,1919.0,0.20635747785304848,19,0.2631578947368421,0.24043772798332463,0.2489577905158937
24498,355,9,498.0,1,1,9,2010,red_bull,1919.0,0.25951016154247003,19,0.47368421052631576,0.38801459093277746,0.42014069828035433
24499,355,131,214.0,4,4,0,2010,mercedes,1919.0,0.11151641479937467,19,0.0,0.044606565919749874,0.027879103699843668
24500,355,10,68.0,7,7,0,2010,force_india,1919.0,0.03543512245961438,19,0.0,0.014174048983845753,0.008858780614903595
24497,355,1,454.0,2,2,5,2010,mclaren,1919.0,0.2365815528921313,19,0.2631578947368421,0.25252735799895776,0.2565138092756644
9148,371,44,0.0,20,20,0,1989,eurobrun,400.0,0.0,16,0.0,0.0,0.0
9150,371,39,1.0,15,15,0,1989,ags,400.0,0.0025,16,0.0,0.001,0.000625
9133,371,1,141.0,1,1,10,1989,mclaren,400.0,0.3525,16,0.625,0.516,0.556875
9132,371,6,59.0,3,3,3,1989,ferrari,400.0,0.1475,16,0.1875,0.17149999999999999,0.1775
9134,371,37,4.0,12,12,0,1989,march,400.0,0.01,16,0.0,0.004,0.0025
9135,371,22,39.0,4,4,1,1989,benetton,400.0,0.0975,16,0.0625,0.07650000000000001,0.07125000000000001
9136,371,21,13.0,7,7,0,1989,arrows,400.0,0.0325,16,0.0,0.013000000000000001,0.008125
9137,371,25,16.0,5,5,0,1989,tyrrell,400.0,0.04,16,0.0,0.016,0.01
9138,371,32,15.0,6,6,0,1989,team_lotus,400.0,0.0375,16,0.0,0.015,0.009375
9139,371,27,3.0,14,14,0,1989,ligier,400.0,0.0075,16,0.0,0.003,0.001875
9140,371,33,1.0,16,16,0,1989,larrousse,400.0,0.0025,16,0.0,0.001,0.000625
9141,371,35,8.0,8,8,0,1989,dallara,400.0,0.02,16,0.0,0.008,0.005
9142,371,48,3.0,13,13,0,1989,rial,400.0,0.0075,16,0.0,0.003,0.001875
9143,371,3,77.0,2,2,2,1989,williams,400.0,0.1925,16,0.125,0.15200000000000002,0.141875
9144,371,49,0.0,19,19,0,1989,zakspeed,400.0,0.0,16,0.0,0.0,0.0
9145,371,34,8.0,9,9,0,1989,brabham,400.0,0.02,16,0.0,0.008,0.005
9149,371,42,0.0,18,18,0,1989,coloni,400.0,0.0,16,0.0,0.0,0.0
9146,371,45,0.0,17,17,0,1989,osella,400.0,0.0,16,0.0,0.0,0.0
9147,371,18,6.0,11,11,0,1989,minardi,400.0,0.015,16,0.0,0.006,0.00375
9151,371,46,6.0,10,10,0,1989,onyx,400.0,0.015,16,0.0,0.006,0.00375
9425,387,21,23.0,5,5,0,1988,arrows,400.0,0.0575,16,0.0,0.023000000000000003,0.014375
9426,387,22,39.0,3,3,0,1988,benetton,400.0,0.0975,16,0.0,0.03900000000000001,0.024375
9424,387,32,23.0,4,4,0,1988,team_lotus,400.0,0.0575,16,0.0,0.023000000000000003,0.014375
9432,387,42,0.0,14,14,0,1988,coloni,400.0,0.0,16,0.0,0.0,0.0
9422,387,1,199.0,1,1,15,1988,mclaren,400.0,0.4975,16,0.9375,0.7615000000000001,0.8275
9427,387,27,0.0,15,15,0,1988,ligier,400.0,0.0,16,0.0,0.0,0.0
9423,387,6,65.0,2,2,1,1988,ferrari,400.0,0.1625,16,0.0625,0.10250000000000001,0.0875
9431,387,33,0.0,11,11,0,1988,larrousse,400.0,0.0,16,0.0,0.0,0.0
9428,387,48,3.0,9,9,0,1988,rial,400.0,0.0075,16,0.0,0.003,0.001875
9430,387,18,1.0,10,10,0,1988,minardi,400.0,0.0025,16,0.0,0.001,0.000625
9439,387,35,0.0,12,12,0,1988,dallara,400.0,0.0,16,0.0,0.0,0.0
9438,387,45,0.0,16,16,0,1988,osella,400.0,0.0,16,0.0,0.0,0.0
9437,387,49,0.0,18,18,0,1988,zakspeed,400.0,0.0,16,0.0,0.0,0.0
9429,387,25,5.0,8,8,0,1988,tyrrell,400.0,0.0125,16,0.0,0.005000000000000001,0.003125
9435,387,3,20.0,7,7,0,1988,williams,400.0,0.05,16,0.0,0.020000000000000004,0.0125
9434,387,44,0.0,17,17,0,1988,eurobrun,400.0,0.0,16,0.0,0.0,0.0
9433,387,39,0.0,13,13,0,1988,ags,400.0,0.0,16,0.0,0.0,0.0
9436,387,37,22.0,6,6,0,1988,march,400.0,0.055,16,0.0,0.022000000000000002,0.01375
9683,403,42,0.0,16,16,0,1987,coloni,398.0,0.0,16,0.0,0.0,0.0
9682,403,27,1.0,11,11,0,1987,ligier,398.0,0.002512562814070352,16,0.0,0.0010050251256281408,0.000628140703517588
9681,403,33,3.0,9,9,0,1987,larrousse,398.0,0.007537688442211055,16,0.0,0.003015075376884422,0.0018844221105527637
9680,403,37,1.0,13,13,0,1987,march,398.0,0.002512562814070352,16,0.0,0.0010050251256281408,0.000628140703517588
9679,403,18,0.0,14,14,0,1987,minardi,398.0,0.0,16,0.0,0.0,0.0
9678,403,45,0.0,15,15,0,1987,osella,398.0,0.0,16,0.0,0.0,0.0
9676,403,21,11.0,7,7,0,1987,arrows,398.0,0.02763819095477387,16,0.0,0.011055276381909548,0.006909547738693468
9677,403,34,10.0,8,8,0,1987,brabham,398.0,0.02512562814070352,16,0.0,0.010050251256281409,0.00628140703517588
9674,403,25,11.0,6,6,0,1987,tyrrell,398.0,0.02763819095477387,16,0.0,0.011055276381909548,0.006909547738693468
9673,403,49,2.0,10,10,0,1987,zakspeed,398.0,0.005025125628140704,16,0.0,0.0020100502512562816,0.001256281407035176
9672,403,32,64.0,3,3,2,1987,team_lotus,398.0,0.16080402010050251,16,0.125,0.139321608040201,0.13395100502512564
9671,403,22,28.0,5,5,0,1987,benetton,398.0,0.07035175879396985,16,0.0,0.02814070351758794,0.017587939698492462
9670,403,6,53.0,4,4,2,1987,ferrari,398.0,0.13316582914572864,16,0.125,0.12826633165829146,0.12704145728643215
9669,403,3,137.0,1,1,9,1987,williams,398.0,0.3442211055276382,16,0.5625,0.4751884422110553,0.5079302763819096
9668,403,1,76.0,2,2,3,1987,mclaren,398.0,0.19095477386934673,16,0.1875,0.1888819095477387,0.18836369346733667
9675,403,39,1.0,12,12,0,1987,ags,398.0,0.002512562814070352,16,0.0,0.0010050251256281408,0.000628140703517588
9903,419,1,96.0,2,2,4,1986,mclaren,400.0,0.24,16,0.25,0.246,0.2475
9908,419,39,0.0,14,14,0,1986,ags,400.0,0.0,16,0.0,0.0,0.0
9907,419,18,0.0,12,12,0,1986,minardi,400.0,0.0,16,0.0,0.0,0.0
9906,419,49,0.0,11,11,0,1986,zakspeed,400.0,0.0,16,0.0,0.0,0.0
9905,419,26,6.0,8,8,0,1986,lola,400.0,0.015,16,0.0,0.006,0.00375
9904,419,45,0.0,13,13,0,1986,osella,400.0,0.0,16,0.0,0.0,0.0
9902,419,6,37.0,4,4,0,1986,ferrari,400.0,0.0925,16,0.0,0.037,0.023125
9895,419,3,141.0,1,1,9,1986,williams,400.0,0.3525,16,0.5625,0.4784999999999999,0.51
9900,419,34,2.0,9,9,0,1986,brabham,400.0,0.005,16,0.0,0.002,0.00125
9899,419,22,19.0,6,6,1,1986,benetton,400.0,0.0475,16,0.0625,0.0565,0.05875
9898,419,25,11.0,7,7,0,1986,tyrrell,400.0,0.0275,16,0.0,0.011000000000000001,0.006875
9897,419,27,29.0,5,5,0,1986,ligier,400.0,0.0725,16,0.0,0.028999999999999998,0.018125
9896,419,32,58.0,3,3,2,1986,team_lotus,400.0,0.145,16,0.125,0.133,0.13
9901,419,21,1.0,10,10,0,1986,arrows,400.0,0.0025,16,0.0,0.001,0.000625
10197,435,1,90.0,1,1,6,1985,mclaren,400.0,0.225,16,0.375,0.315,0.3375
10199,435,32,71.0,4,4,3,1985,team_lotus,400.0,0.1775,16,0.1875,0.1835,0.185
10198,435,6,82.0,2,2,2,1985,ferrari,400.0,0.205,16,0.125,0.157,0.145
10201,435,27,23.0,6,6,0,1985,ligier,400.0,0.0575,16,0.0,0.023000000000000003,0.014375
10200,435,4,16.0,7,7,0,1985,renault,400.0,0.04,16,0.0,0.016,0.01
10213,435,26,0.0,17,17,0,1985,lola,400.0,0.0,16,0.0,0.0,0.0
10212,435,53,0.0,15,15,0,1985,toleman,400.0,0.0,16,0.0,0.0,0.0
10211,435,49,0.0,14,14,0,1985,zakspeed,400.0,0.0,16,0.0,0.0,0.0
10210,435,52,0.0,16,16,0,1985,spirit,400.0,0.0,16,0.0,0.0,0.0
10209,435,34,26.0,5,5,1,1985,brabham,400.0,0.065,16,0.0625,0.0635,0.063125
10206,435,51,0.0,12,12,0,1985,alfa,400.0,0.0,16,0.0,0.0,0.0
10207,435,18,0.0,11,11,0,1985,minardi,400.0,0.0,16,0.0,0.0,0.0
10205,435,45,0.0,10,10,0,1985,osella,400.0,0.0,16,0.0,0.0,0.0
10204,435,21,14.0,8,8,0,1985,arrows,400.0,0.035,16,0.0,0.014000000000000002,0.00875
10203,435,50,0.0,13,13,0,1985,ram,400.0,0.0,16,0.0,0.0,0.0
10202,435,25,7.0,9,9,0,1985,tyrrell,400.0,0.0175,16,0.0,0.007000000000000001,0.004375
10208,435,3,71.0,3,3,4,1985,williams,400.0,0.1775,16,0.25,0.22099999999999997,0.231875
10475,451,34,38.0,4,4,2,1984,brabham,383.5,0.09908735332464146,16,0.125,0.11463494132985658,0.11852183833116037
10481,451,54,0.0,12,12,0,1984,ats,383.5,0.0,16,0.0,0.0,0.0
10480,451,25,0.0,15,15,0,1984,tyrrell,383.5,0.0,16,0.0,0.0,0.0
10479,451,52,0.0,13,13,0,1984,spirit,383.5,0.0,16,0.0,0.0,0.0
10478,451,53,16.0,7,7,0,1984,toleman,383.5,0.041720990873533245,16,0.0,0.016688396349413298,0.010430247718383311
10476,451,6,57.5,2,2,1,1984,ferrari,383.5,0.14993481095176012,16,0.0625,0.09747392438070404,0.08435870273794002
10474,451,27,3.0,10,10,0,1984,ligier,383.5,0.007822685788787484,16,0.0,0.003129074315514994,0.001955671447196871
10477,451,45,2.0,11,11,0,1984,osella,383.5,0.005215123859191656,16,0.0,0.0020860495436766623,0.001303780964797914
10472,451,21,6.0,9,9,0,1984,arrows,383.5,0.01564537157757497,16,0.0,0.006258148631029988,0.003911342894393742
10471,451,4,34.0,5,5,0,1984,renault,383.5,0.08865710560625815,16,0.0,0.03546284224250326,0.02216427640156454
10470,451,51,11.0,8,8,0,1984,alfa,383.5,0.028683181225554105,16,0.0,0.011473272490221642,0.007170795306388526
10469,451,32,47.0,3,3,0,1984,team_lotus,383.5,0.12255541069100391,16,0.0,0.04902216427640157,0.030638852672750978
10468,451,3,25.5,6,6,1,1984,williams,383.5,0.06649282920469361,16,0.0625,0.06409713168187745,0.0634982073011734
10467,451,1,143.5,1,1,12,1984,mclaren,383.5,0.3741851368970013,16,0.75,0.5996740547588004,0.6560462842242503
10473,451,50,0.0,14,14,0,1984,ram,383.5,0.0,16,0.0,0.0,0.0
10729,466,52,0.0,13,13,0,1983,spirit,369.0,0.0,15,0.0,0.0,0.0
10728,466,45,0.0,15,15,0,1983,osella,369.0,0.0,15,0.0,0.0,0.0
10727,466,51,18.0,6,6,0,1983,alfa,369.0,0.04878048780487805,15,0.0,0.019512195121951223,0.012195121951219513
10726,466,27,0.0,12,12,0,1983,ligier,369.0,0.0,15,0.0,0.0,0.0
10725,466,54,0.0,14,14,0,1983,ats,369.0,0.0,15,0.0,0.0,0.0
10723,466,55,1.0,11,11,0,1983,theodore,369.0,0.0027100271002710027,15,0.0,0.001084010840108401,0.0006775067750677507
10724,466,50,0.0,16,16,0,1983,ram,369.0,0.0,15,0.0,0.0,0.0
10721,466,25,12.0,7,7,1,1983,tyrrell,369.0,0.032520325203252036,15,0.06666666666666667,0.053008130081300814,0.058130081300813014
10720,466,53,10.0,9,9,0,1983,toleman,369.0,0.02710027100271003,15,0.0,0.010840108401084013,0.006775067750677507
10719,466,4,79.0,2,2,4,1983,renault,369.0,0.2140921409214092,15,0.26666666666666666,0.2456368563685637,0.2535230352303523
10718,466,21,4.0,10,10,0,1983,arrows,369.0,0.01084010840108401,15,0.0,0.004336043360433604,0.0027100271002710027
10717,466,6,89.0,1,1,4,1983,ferrari,369.0,0.24119241192411925,15,0.26666666666666666,0.2564769647696477,0.26029810298102984
10714,466,34,72.0,3,3,4,1983,brabham,369.0,0.1951219512195122,15,0.26666666666666666,0.2380487804878049,0.24878048780487805
10715,466,1,34.0,5,5,1,1983,mclaren,369.0,0.0921409214092141,15,0.06666666666666667,0.07685636856368563,0.07303523035230353
10716,466,3,38.0,4,4,1,1983,williams,369.0,0.10298102981029811,15,0.06666666666666667,0.08119241192411925,0.07574525745257453
10722,466,32,12.0,8,8,0,1983,team_lotus,369.0,0.032520325203252036,15,0.0,0.013008130081300815,0.008130081300813009
11026,482,37,0.0,14,14,0,1982,march,399.0,0.0,16,0.0,0.0,0.0
11021,482,1,69.0,2,2,4,1982,mclaren,399.0,0.17293233082706766,16,0.25,0.21917293233082707,0.2307330827067669
11020,482,3,58.0,4,4,1,1982,williams,399.0,0.14536340852130325,16,0.0625,0.09564536340852131,0.08321585213032581
11019,482,4,62.0,3,3,4,1982,renault,399.0,0.15538847117794485,16,0.25,0.21215538847117793,0.2263471177944862
11022,482,25,25.0,7,7,1,1982,tyrrell,399.0,0.06265664160401002,16,0.0625,0.06256265664160401,0.0625391604010025
11023,482,32,30.0,6,6,1,1982,team_lotus,399.0,0.07518796992481203,16,0.0625,0.06757518796992482,0.065671992481203
11024,482,54,4.0,11,11,0,1982,ats,399.0,0.010025062656641603,16,0.0,0.0040100250626566416,0.002506265664160401
11027,482,55,0.0,17,17,0,1982,theodore,399.0,0.0,16,0.0,0.0,0.0
11028,482,56,1.0,13,13,0,1982,fittipaldi,399.0,0.002506265664160401,16,0.0,0.0010025062656641604,0.0006265664160401002
11025,482,51,7.0,9,9,0,1982,alfa,399.0,0.017543859649122806,16,0.0,0.007017543859649123,0.0043859649122807015
11031,482,53,0.0,16,16,0,1982,toleman,399.0,0.0,16,0.0,0.0,0.0
11032,482,34,41.0,5,5,2,1982,brabham,399.0,0.10275689223057644,16,0.125,0.11610275689223057,0.11943922305764411
11033,482,45,3.0,12,12,0,1982,osella,399.0,0.007518796992481203,16,0.0,0.0030075187969924814,0.0018796992481203006
11034,482,21,5.0,10,10,0,1982,arrows,399.0,0.012531328320802004,16,0.0,0.005012531328320802,0.003132832080200501
11029,482,6,74.0,1,1,3,1982,ferrari,399.0,0.18546365914786966,16,0.1875,0.18668546365914784,0.18699091478696742
11035,482,57,0.0,15,15,0,1982,ensign,399.0,0.0,16,0.0,0.0,0.0
11030,482,27,20.0,8,8,0,1982,ligier,399.0,0.05012531328320802,16,0.0,0.020050125313283207,0.012531328320802004
11290,497,51,10.0,9,9,0,1981,alfa,375.0,0.02666666666666667,15,0.0,0.010666666666666668,0.006666666666666667
11288,497,3,95.0,1,1,4,1981,williams,375.0,0.25333333333333335,15,0.26666666666666666,0.26133333333333336,0.26333333333333336
11304,497,53,0.0,17,17,0,1981,toleman,375.0,0.0,15,0.0,0.0,0.0
11303,497,37,0.0,14,14,0,1981,march,375.0,0.0,15,0.0,0.0,0.0
11302,497,1,28.0,6,6,1,1981,mclaren,375.0,0.07466666666666667,15,0.06666666666666667,0.06986666666666667,0.06866666666666667
11301,497,32,22.0,7,7,0,1981,team_lotus,375.0,0.058666666666666666,15,0.0,0.023466666666666667,0.014666666666666666
11300,497,45,0.0,16,16,0,1981,osella,375.0,0.0,15,0.0,0.0,0.0
11299,497,21,10.0,8,8,0,1981,arrows,375.0,0.02666666666666667,15,0.0,0.010666666666666668,0.006666666666666667
11298,497,54,1.0,13,13,0,1981,ats,375.0,0.0026666666666666666,15,0.0,0.0010666666666666667,0.0006666666666666666
11289,497,34,61.0,2,2,3,1981,brabham,375.0,0.16266666666666665,15,0.2,0.18506666666666666,0.19066666666666668
11296,497,6,34.0,5,5,2,1981,ferrari,375.0,0.09066666666666667,15,0.13333333333333333,0.11626666666666667,0.12266666666666667
11295,497,57,5.0,11,11,0,1981,ensign,375.0,0.013333333333333334,15,0.0,0.005333333333333334,0.0033333333333333335
11294,497,4,54.0,3,3,3,1981,renault,375.0,0.144,15,0.2,0.17759999999999998,0.18600000000000003
11293,497,56,0.0,15,15,0,1981,fittipaldi,375.0,0.0,15,0.0,0.0,0.0
11292,497,55,1.0,12,12,0,1981,theodore,375.0,0.0026666666666666666,15,0.0,0.0010666666666666667,0.0006666666666666666
11291,497,25,10.0,10,10,0,1981,tyrrell,375.0,0.02666666666666667,15,0.0,0.010666666666666668,0.006666666666666667
11297,497,27,44.0,4,4,2,1981,ligier,375.0,0.11733333333333333,15,0.13333333333333333,0.12693333333333334,0.12933333333333333
11514,511,45,0.0,14,14,0,1980,osella,350.0,0.0,14,0.0,0.0,0.0
11513,511,58,0.0,15,15,0,1980,shadow,350.0,0.0,14,0.0,0.0,0.0
11512,511,4,38.0,4,4,3,1980,renault,350.0,0.10857142857142857,14,0.21428571428571427,0.172,0.18785714285714283
11511,511,32,14.0,5,5,0,1980,team_lotus,350.0,0.04,14,0.0,0.016,0.01
11510,511,54,0.0,12,12,0,1980,ats,350.0,0.0,14,0.0,0.0,0.0
11509,511,21,11.0,7,7,0,1980,arrows,350.0,0.03142857142857143,14,0.0,0.012571428571428574,0.007857142857142858
11508,511,27,66.0,2,2,2,1980,ligier,350.0,0.18857142857142858,14,0.14285714285714285,0.16114285714285714,0.15428571428571428
11507,511,57,0.0,13,13,0,1980,ensign,350.0,0.0,14,0.0,0.0,0.0
11505,511,1,11.0,9,9,0,1980,mclaren,350.0,0.03142857142857143,14,0.0,0.012571428571428574,0.007857142857142858
11504,511,51,4.0,11,11,0,1980,alfa,350.0,0.011428571428571429,14,0.0,0.004571428571428572,0.002857142857142857
11503,511,25,12.0,6,6,0,1980,tyrrell,350.0,0.03428571428571429,14,0.0,0.013714285714285715,0.008571428571428572
11502,511,56,11.0,8,8,0,1980,fittipaldi,350.0,0.03142857142857143,14,0.0,0.012571428571428574,0.007857142857142858
11506,511,6,8.0,10,10,0,1980,ferrari,350.0,0.022857142857142857,14,0.0,0.009142857142857144,0.005714285714285714
11500,511,3,120.0,1,1,6,1980,williams,350.0,0.34285714285714286,14,0.42857142857142855,0.39428571428571424,0.40714285714285714
11501,511,34,55.0,3,3,3,1980,brabham,350.0,0.15714285714285714,14,0.21428571428571427,0.19142857142857142,0.19999999999999998
24226,526,60,0.0,18,18,0,1979,merzario,375.0,0.0,15,0.0,0.0,0.0
24217,526,58,3.0,10,10,0,1979,shadow,375.0,0.008,15,0.0,0.0032,0.002
24219,526,3,75.0,2,2,5,1979,williams,375.0,0.2,15,0.3333333333333333,0.28,0.3
24220,526,57,0.0,15,15,0,1979,ensign,375.0,0.0,15,0.0,0.0,0.0
24221,526,6,113.0,1,1,6,1979,ferrari,375.0,0.30133333333333334,15,0.4,0.3605333333333333,0.3753333333333334
24222,526,59,0.0,14,14,0,1979,wolf,375.0,0.0,15,0.0,0.0,0.0
24223,526,25,28.0,5,5,0,1979,tyrrell,375.0,0.07466666666666667,15,0.0,0.02986666666666667,0.018666666666666668
24224,526,4,26.0,6,6,1,1979,renault,375.0,0.06933333333333333,15,0.06666666666666667,0.06773333333333334,0.06733333333333333
24225,526,204,7.0,8,8,0,1979,brabham-alfa_romeo,375.0,0.018666666666666668,15,0.0,0.0074666666666666675,0.004666666666666667
24227,526,54,2.0,11,11,0,1979,ats,375.0,0.005333333333333333,15,0.0,0.0021333333333333334,0.0013333333333333333
24228,526,61,0.0,19,19,0,1979,kauhsen,375.0,0.0,15,0.0,0.0,0.0
24229,526,51,0.0,16,16,0,1979,alfa,375.0,0.0,15,0.0,0.0,0.0
24231,526,182,0.0,13,13,0,1979,brabham-ford,375.0,0.0,15,0.0,0.0,0.0
24215,526,1,15.0,7,7,0,1979,mclaren,375.0,0.04,15,0.0,0.016,0.01
24218,526,21,5.0,9,9,0,1979,arrows,375.0,0.013333333333333334,15,0.0,0.005333333333333334,0.0033333333333333335
24216,526,56,1.0,12,12,0,1979,fittipaldi,375.0,0.0026666666666666666,15,0.0,0.0010666666666666667,0.0006666666666666666
24214,526,32,39.0,4,4,0,1979,team_lotus,375.0,0.104,15,0.0,0.0416,0.026
24213,526,27,61.0,3,3,3,1979,ligier,375.0,0.16266666666666665,15,0.2,0.18506666666666666,0.19066666666666668
24230,526,62,0.0,17,17,0,1979,rebaque,375.0,0.0,15,0.0,0.0,0.0
23711,542,3,11.0,9,9,0,1978,williams,343.0,0.03206997084548105,16,0.0,0.01282798833819242,0.008017492711370262
23712,542,63,1.0,13,13,0,1978,surtees,343.0,0.0029154518950437317,16,0.0,0.0011661807580174927,0.0007288629737609329
23713,542,27,19.0,6,6,0,1978,ligier,343.0,0.05539358600583091,16,0.0,0.022157434402332365,0.013848396501457727
23714,542,58,6.0,11,11,0,1978,shadow,343.0,0.01749271137026239,16,0.0,0.006997084548104957,0.004373177842565598
23715,542,54,0.0,15,15,0,1978,ats,343.0,0.0,16,0.0,0.0,0.0
23716,542,59,24.0,5,5,0,1978,wolf,343.0,0.06997084548104957,16,0.0,0.027988338192419828,0.01749271137026239
23717,542,56,17.0,7,7,0,1978,fittipaldi,343.0,0.04956268221574344,16,0.0,0.01982507288629738,0.01239067055393586
23718,542,6,58.0,2,2,5,1978,ferrari,343.0,0.16909620991253643,16,0.3125,0.2551384839650146,0.2766490524781341
23719,542,1,15.0,8,8,0,1978,mclaren,343.0,0.043731778425655975,16,0.0,0.01749271137026239,0.010932944606413994
23720,542,25,38.0,4,4,1,1978,tyrrell,343.0,0.11078717201166181,16,0.0625,0.08181486880466474,0.07457179300291546
23722,542,32,86.0,1,1,8,1978,team_lotus,343.0,0.25072886297376096,16,0.5,0.4002915451895044,0.43768221574344024
23724,542,55,0.0,18,18,0,1978,theodore,343.0,0.0,16,0.0,0.0,0.0
23725,542,4,3.0,12,12,0,1978,renault,343.0,0.008746355685131196,16,0.0,0.0034985422740524785,0.002186588921282799
23726,542,60,0.0,17,17,0,1978,merzario,343.0,0.0,16,0.0,0.0,0.0
23727,542,57,1.0,14,14,0,1978,ensign,343.0,0.0029154518950437317,16,0.0,0.0011661807580174927,0.0007288629737609329
23728,542,65,0.0,16,16,0,1978,martini,343.0,0.0,16,0.0,0.0,0.0
23729,542,64,0.0,19,19,0,1978,hesketh,343.0,0.0,16,0.0,0.0,0.0
23721,542,34,53.0,3,3,2,1978,brabham,343.0,0.15451895043731778,16,0.125,0.1368075801749271,0.13237973760932945
23723,542,21,11.0,10,10,0,1978,arrows,343.0,0.03206997084548105,16,0.0,0.01282798833819242,0.008017492711370262
23417,559,34,27.0,5,5,0,1977,brabham,395.0,0.06835443037974684,17,0.0,0.027341772151898737,0.01708860759493671
23416,559,6,95.0,1,1,4,1977,ferrari,395.0,0.24050632911392406,17,0.23529411764705882,0.23737900223380493,0.2365971705137751
23415,559,56,11.0,9,9,0,1977,fittipaldi,395.0,0.027848101265822784,17,0.0,0.011139240506329114,0.006962025316455696
23410,559,58,23.0,7,7,1,1977,shadow,395.0,0.05822784810126582,17,0.058823529411764705,0.05858525688756515,0.05867460908413998
23412,559,63,6.0,11,11,0,1977,surtees,395.0,0.015189873417721518,17,0.0,0.0060759493670886075,0.0037974683544303796
23411,559,37,0.0,13,13,0,1977,march,395.0,0.0,17,0.0,0.0,0.0
23418,559,59,55.0,4,4,3,1977,wolf,395.0,0.13924050632911392,17,0.17647058823529413,0.16157855547282204,0.16716306775874906
23413,559,57,10.0,10,10,0,1977,ensign,395.0,0.02531645569620253,17,0.0,0.010126582278481013,0.006329113924050633
23419,559,25,27.0,6,6,0,1977,tyrrell,395.0,0.06835443037974684,17,0.0,0.027341772151898737,0.01708860759493671
23414,559,32,62.0,2,2,5,1977,team_lotus,395.0,0.1569620253164557,17,0.29411764705882354,0.23925539836187643,0.25982874162323155
23421,559,1,60.0,3,3,3,1977,mclaren,395.0,0.1518987341772152,17,0.17647058823529413,0.16664184661206255,0.1703276247207744
23430,559,72,0.0,15,15,0,1977,kojima,395.0,0.0,17,0.0,0.0,0.0
23420,559,27,18.0,8,8,1,1977,ligier,395.0,0.04556962025316456,17,0.058823529411764705,0.05352196574832464,0.05551005212211466
23428,559,70,0.0,19,19,0,1977,boro,395.0,0.0,17,0.0,0.0,0.0
23427,559,69,0.0,21,21,0,1977,mcguire,395.0,0.0,17,0.0,0.0,0.0
